episode_name,date,loves,episode_number,comments_count,comment_username,comment_description,comment_likes,comment_dislikes,reply_username,reply_description,reply_likes,reply_dislikes
,,,,,WaNaBePrETty,something like that recently happened near me. Kid at a school got busted for sellin pills and stuff like that. he was charged as an adult...,20,0,,,,
,,,,,Wolfcryrain,I hope they help him before it’s too late 😢,22,0,,,,
,,,,,Chase Xu,Poor kid :( drugs are never the answer to anything even after you've lost everything.,185,2,,,,
,,,,,°•Mariella•°,oh no.... too much pressure on kids added with injury and lost dreams...feelings of failure... oh no 😣,132,0,,,,
,,,,,S!gma,people don't knock though,72,0,,,,
,,,,,inhellwithbands,if Dewan it's blame for the drugs bc he is black tho...,0,0,,,,
,,,,,"hi not okay,im dad",please be testosterone please be testosterone please be testosterone,4,0,,,,
,,,,,Spice&Sugar,DAYUM he be as busted as Alex when mr.james renolyeds send him a letter,3,1,,,,
,,,,,AoiYeyi,Damn...,3,0,,,,
,,,,,GrimmZin,*Pretend to be shock * Oh noooo,7,1,,,,
,,,,,maddiesue13,Gosh darn frick frack a tic tac I just want everything to be okaaaaaayyyyyy!!!!!,2,1,,,,
,,,,,sausage172000,Ah wonderful...,6,1,,,,
,,,,,Ariana Twiss,oof,4,0,,,,
,,,,,potato ruler,“Adam?”,3,1,,,,
,,,,,Alanie Rodriguez,I seriously love this art workAnd I love each episode,6,0,,,,
,,,,,frowsy,"I'm glad she was able to accept his help even if she can't forgive him. Please don't screw it up, dude. This is your last chance.",282,2,,,,
,,,,,°•Mariella•°,"I'm concerned, I want to be fully happy but I know sometimes old habits...so I'll just pray for the best.",194,0,,,,
,,,,,WaNaBePrETty,I really hope nothing bad happens but I know something will.,115,0,,,,
,,,,,Sabinchen,"There should be a better social care system allowing mothers to really take care of their newborn babies if they need to. Gosh, those mothers just created new human beings. They deserve this time to regenerate and take care of their babies. Don't they?",4,0,,,,
,,,,,sampaquebot,"I hope it goes well & i hope elena didn't feel coerced into this, i hope",2,0,,,,
,,,,,smash8811 e,why don't you do an episode on how you will never be able to have a normal ***g relationship with anyone because as soon as you tell them they pity you and then stop talking to you . or mabey how you don't take your meds because u wish the shit would kill you or how you rather drop ***g dead then walk through the doors of an Infectious disease clinic again. or here's a good one how your pos baby daddy was *** a man on the side and lied to you about having HIV.,3,0,,,,
,,,,,Space Turtle,"Oof, he's probably gonna duck this up real hard",2,0,,,,
,,,,,Mugly Mae,So Elena or her grandmother didn’t have friends or other relatives who could babysit? What about the blonde from her school?,3,0,,,,
,,,,,sausage172000,"Well that problem got solved fast.Yeah, let’s hope everything goes well 😊",3,0,,,,
,,,,,happycat(:,awww,3,0,,,,
,,,,,QueenaWilliams,So proud of his progress 😭,5,0,,,,
,,,,,frowsy,They look like the pefect family all dressed up.,5,0,,,,
,,,,,AoiYeyi,Even if he screws it I hope he gives good times to their children.,7,0,,,,
,,,,,Lady Sheep,F*** YEAH!!!,4,0,,,,
,,,,,Mandypants,Yay! Anybody can turn their lives around!!,8,0,,,,
,,,,,Ariana Twiss,he still gonna deal drugs isn't he,5,0,,,,
,,,,,inhellwithbands,"I indeed can't blame her. I mean, I see his perspective, I understand, but that was just not the right decision. He needed to be honest.",1,0,,,,
,,,,,happycat(:,"I hate how he asked ""are you going to keep it?""..... it? like the baby is a thing? please don't kill your children. they are living human beings. They at least deserve a chance at life.",6,33,,,,
,,,,,CryForYourMom,At least he thought about their well-being and genuinely didn’t know how he got it.,31,0,,,,
,,,,,QuirkyMika,i feel bad for him,6,0,,,,
,,,,,°•Mariella•°,It hurts that these are real life situations 😣,35,0,,,,
,,,,,Serenity Brown,I don't blame her but I still feel bad for him,27,1,,,,
,,,,,Raichle Carstairs,"No, i don’t blame her.",40,0,,,,
,,,,,(ノಠ益ಠ)ノ nmn,Ayyyyy I’m earlyyyyyy,2,1,,,,
,,,,,inhellwithbands,"I indeed can't blame her. I mean, I see his perspective, I understand, but that was just not the right decision. He needed to be honest.",1,0,,,,
,,,,,inhellwithbands,"""They didn't call it a epidemic until white people started dying"".",2,0,,,,
,,,,,Fiascox0xo,Utica ny population dwindling IS 💯 right. I’m from upstate ny lol,1,0,,,,
,,,,,PeachyBoi,Oh no this poor sweet girl has no idea her dads still-,14,0,,,,
,,,,,Spice&Sugar,Um well that was quiet literal,5,0,,,,
,,,,,Miranda Camp,Utica NY?!??!? Damn we hitting a little too close to home for me,11,0,,,,
,,,,,UnevenEarth,"Quite literally, fore-shadow-ing",7,0,,,,
,,,,,Intern Dana (KILL YOUR DOUBLE),"Today's tea: ""they didn't call it an epidemic until white people started dying"".",45,1,,,,
,,,,,Raichle Carstairs,Damn I felt that in my soul,19,0,,,,
,,,,,( ﾉ^ω^)ﾉ ┻━┻,"also, this looks really good!",4,0,,,,
,,,,,( ﾉ^ω^)ﾉ ┻━┻,no way! first comment?,2,0,,,,
,,,,,gilleanfryingpan,HAPPY NEW YEAR!!!,3,0,,,,
,,,,,Spice&Sugar,No comments my frig- wait SWEET MOTHER OF PHILLIP THERES ONLY A REW COMMENTS HWO DOD THIS HAPPEN *silently thanks the gods of musical theatre*,2,0,,,,
,,,,,Cheapthrill_Xo,So I got a whole bunch of missed calls from my mom tried to call back no answer so I finally got in touch with my brother my heart sank because I have another brother Who is in attic so I thought that was the final phone call that he od & died but no this was about my mother he said don’t freak out but mommy just got diagnosed with hiv,8,0,,,,
,,,,,potato ruler,Happy new year everyone,5,0,,,,
,,,,,awesomealex134,Happy Holidays and New Year...cant wait for future episodes(we still need to see how all the drama plays out),5,0,,,,
,,,,,pepsi1boy,"Hmmmmm, am I seeing wrong or are there no coments?....this looks su***iously weird....welp whatever top coment \(•-•)/",11,0,,,,
,,,,,gilleanfryingpan,HAPPY NEW YEAR!!!,3,0,,,,
,,,,,Spice&Sugar,No comments my frig- wait SWEET MOTHER OF PHILLIP THERES ONLY A REW COMMENTS HWO DOD THIS HAPPEN *silently thanks the gods of musical theatre*,2,0,,,,
,,,,,gilleanfryingpan,Remember to cover your candy canes!! XD,24,0,,,,
,,,,,🤓💖🔱ATHENA🔱💖🤓,"Does it really say ZERO COMMENTS?! I dOn’T BeliEve It!!Merry Christmas everyone, or happy Hanukkah or Kwanza! Hope everyone’s enjoying their holiday and spending it with family and friends!🥳🥰❤️💚",18,0,,,,
,,,,,AoiYeyi,"Happy holidays guys! I hope you have a great days! If you're going to party, do it safely and happily!",16,0,,,,
,,,,,inhellwithbands,Is he in prison? 😩😩😩😩😩,0,0,,,,
,,,,,【hi · i’m · weeb】,This is underrated,0,0,,,,
,,,,,._deadinside_.,this is a great webtoon!,4,0,,,,
,,,,,Fimmy Olumoroti,nothing says Christmas like singing christmas songs and smoking bongs.,10,0,,,,
,,,,,Spice&Sugar,If I don’t see Lin Manuel Miranda once this entire WEBTOON i will be sad,5,0,,,,
,,,,,Tori.lm,Awww he's all alone 😥,4,0,,,,
,,,,,potato ruler,Merry Christmas and happy holidays to everyone!!,5,0,,,,
,,,,,(ノಠ益ಠ)ノ nmn,I JUST STARTED THIS WEBTOON YESTERDAY AND IM IN LOVE OMG OMG,8,0,,,,
,,,,,EnMc,"I wish they would stop pressuring her about her baby daddy coming to live with them. If someone gave me a permanent STI I would never speak to them again. There is just too much pain there. EDIT: STI stands for Sexually Transmitted Illness, you whack a mole.",77,0,,,,
,,,,,hieimitha,"good thing she's receiving support, but having Amanda's father moving in would be awful, He doesn't seem to be very responsible yet. Sadly in some people's minds is better to have a companion even if the relationship is bad than being single and in a better mental state.",74,0,,,,
,,,,,QuirkyMika,"I think instead of having Amanda's dad move in, elena should find a good man who has a clean job not a felon. she should start over. but i doubt it's going to be easy, given the fact that she has hiv",46,2,,,,
,,,,,inhellwithbands,"The doctor is literally the only one that I like, her and abuela.",3,0,,,,
,,,,,Sabinchen,"Also, the dad doesn't need to move in. He can visit, he can help around. He has time to proove that he's worth another chance.",3,0,,,,
,,,,,Sabinchen,"I'd say this: postpartum women are very fragile and they should allow themselves to be fragile. Their only duty should be to look after their baby and themselves. If a women strains herself too much it may leave negative health consequences till the rest of her life no matter if they had c-section or a natural labour.If you have a friend who just gave birth bring her lunch, do her laundry, take her garbage out!",3,0,,,,
,,,,,Loose Squid,"One small but important thing: the doctor should say before we *discharge* you, not release. If someone is “released” from a hospital, that means they were being held they against their will (typically happens in psychiatric wards although not exclusively)",15,2,,,,
,,,,,Mugly Mae,I understand the girl saying that stuff because it means she doesn’t understand and is parroting the grandmother. But the grandmother needs to shut it and leave Elena alone.,13,1,,,,
,,,,,give me a dam egg,This WEBTOON is important,17,0,,,,
,,,,,19danny15,"Can’t wait for the next episode, really think Luis should be given another chance",6,4,,,,
,,,,,AoiYeyi,"I'm glad Elena also explain to her daughter about she having HIV. That's is also super important, because that way Amanda can help her and understand a little what she's going through.",17,0,,,,
,,,,,°•Mariella•°,"She needs stability and support full time, he's not going to do that and in the long run that's going to cause a lot of harm for everyone. she needs to just be in a positive environment without the drama and no pushing these ideas of ""she needs him"" especially when he's toxic.",26,0,,,,
,,,,,gilleanfryingpan,"I want Amanda to still see her father, but that doesn’t mean that he should move in. I get to see my dad every other weekend, because he lives in a different city, and that’s fine. Their father is also not able to support Amanda right now, so I feel that after he is fully released, him and the mom should talk with someone about the layout for when the kids with see each parent.",28,0,,,,
,,,,,inhellwithbands,The system is just messed up,4,0,,,,
,,,,,sophg3000,Me still waiting for the free tix👁👄👁,3,0,,,,
,,,,,BeckStar3000,"I relate with Elena so hard. When I was 17, minus the part about the kids similar situation happened. Only my 21 year old boyfriend knew he was positive. I’ve tested negative multiple times. But it’s still eye opening.",31,0,,,,
,,,,,K9glacier,"Life happens man, especially at lower income levels when there isnt always money for things like sitters. It’s super rough that this is the cycle things get into",14,0,,,,
,,,,,littleacecutie,this is such a good webtoon omg I love it,7,0,,,,
,,,,,AoiYeyi,"Damn, they should let it slide, I mean being a good parent is parts of being a good citizen. As the matter of the fact he DIDN'T do anything wrong! 😫",25,1,,,,
,,,,,Arlyeigh,No one can catch a break in this series 😖,38,0,,,,
,,,,,gilleanfryingpan,Heck,10,0,,,,
,,,,,AwKanon,"He’s still a jerk, but I’m glad he was willing to violate parole if it meant he could take care of his daughter",49,2,,,,
,,,,,gilleanfryingpan,“Luis is my dealer” What a way to meet someone.,302,0,,,,
,,,,,amiraraine,"I’m so glad her Abuela is supportive. “You’re the love of my life, no matter what” reading that made me want to cry",262,0,,,,
,,,,,Bad_Wolf_Rose,This lady is literally proof that you can find something good in a bad situation with the right support,169,0,,,,
,,,,,inhellwithbands,P E N D E J O,2,0,,,,
,,,,,yillyhomie,They always say “this is Amanda” but they never say “are you okay Amanda”,3,0,,,,
,,,,,DaffyWeirdLaughy,i love how she still accepted her daughter mah hart,2,0,,,,
,,,,,0kojo,I love the characters so much,3,0,,,,
,,,,,Sliptick,thank God for abuela,4,0,,,,
,,,,,Quincis,it's crazy that some of you are calling her stupid for being talked out of a condom! SHE WAS 16! Damn.Now as a grown ass woman she has a right to deal with her trauma. she had a right to protect her energy and her spirit. and if she don't wanna be with that man then SO BE IT. Coming from a young mom.,19,0,,,,
,,,,,19danny15,"She should’ve given him another chance, a daughter should have a good relationship with her father and his family",6,14,,,,
,,,,,just your avrageweeb,honestly this is my new favorite comic it talks about real stuff in the world and i love it.,134,0,,,,
,,,,,pompouswaffles,This really hits home for me. I work at a clinic in Nebraska called NAP and I’ve helped with testing and counseling and the experiences have been eventful from tears of sadness to ones of joy. This comic of course spreads awareness but it sends nice messages too,120,1,,,,
,,,,,GabbyGlez :),"Thanks to Featured, I discovered this comic and I love it! Keep up the amazing work, author, and keep on being realistic with the topics! ❤",95,0,,,,
,,,,,inhellwithbands,"I really appreciate all the author's comments at the end of each episode, I find it very educational so thank you 💕",0,0,,,,
,,,,,Elnie,Very interesting comic! It's quickly become one of my favourites on the site.,1,0,,,,
,,,,,LilMarsz,I absolutely love this comic I love how it informs people about Truvada and Prep I work for AHF and their sister organization ACQC . When I tell you every day people are positive. and this should all be basic knowledge but isn't taught the way it should be in schools. I have to share this 😍❤️,2,0,,,,
,,,,,Silly_Bill,tbh I don't have these problems but this comic shows me how it feels to be like them.,2,1,,,,
,,,,,David L.S. Shaw,"So as a straight white cis guy many of the things this comic talks about are foreign to me. However the way the story is presented does a great job of showing me the ""other side"". Things like this are a brilliant and I love how the story strikes a balance of good and bad. I also appreciate that the story is not pushing out tones of ""your straight go away"" instead I feel educated and enlightened. My best friend from preschool is a trans-woman and I would never dream of cutting her from my life.",6,0,,,,
,,,,,Ella The Robloxian Unicorn,bless the person who made this 👏,2,0,,,,
,,,,,only900more2go,"I was raped by an armed man at work one day. There was the initial horror of the attack during it, and then the horror that followed it. One of those things that loomed over me after was: What if I have now contracted HIV or another type of disease? How will it effect my health, relationship, and just honestly my whole life? After prophylaxis treatment and continuous testing I was told that I was negative. It really put me into perspective on how people with those diseases live a little.",12,1,,,,
,,,,,_ohmymarauder,This webtoon deserves more recognition and i cant believe i didn’t find it earlier. I enjoy how it really reflects human struggles and human nature. (and the Hamilton references) Keep it up!!,10,0,,,,
,,,,,Jessica,wow. my birthday is world aids day.,6,0,,,,
,,,,,pockyrin,"wait I'm really confused about this ""detectable"" thing, or how HIV can become aids. can you touch on this in the comic?",4,0,,,,
,,,,,Lady Sheep,"i think this comic is a really good thing, it helps spread awareness. its one of thise things in school youre told is bad, but no one really goes into details in whats it really about. or how the lives of others are effected. Thank you. ive had a few friends that were diagnosed snd threw out of thier homes. please continue",12,0,,,,
,,,,,19danny15,"I like your comic a lot, keep writing ✍️🥰",6,0,,,,
,,,,,OthoTheQrow,Thank god these disgusting gays have to suffer because of their ignorance,3,27,,,,
,,,,,Hanna Anabui,that nurse is rude af,243,1,,,,
,,,,,caitlynscrypt,That nurse just committed so many HIPAA violations...,241,0,,,,
,,,,,Mugly Mae,So she can get free healthcare after suing the nurse!,193,0,,,,
,,,,,T VL,None of my business but you don’t deserve to be a nurse or in any health profession 🤭,3,0,,,,
,,,,,inhellwithbands,I am jump on that nurse 😤,2,0,,,,
,,,,,yillyhomie,What’s P.O?,1,0,,,,
,,,,,DaffyWeirdLaughy,how dare he give his partner HIV that's just messed up,1,2,,,,
,,,,,멜로디Melody,wtf is her problem..shes judging without knowing how she got it. She couldve been a paramedic for all she knows..,5,0,,,,
,,,,,0kojo,yeet the nurse,2,0,,,,
,,,,,LaFancyWalrus,That nurse can get her shlt rocked,3,0,,,,
,,,,,yuzu07,that nurse got issues,4,0,,,,
,,,,,gilleanfryingpan,FUCK THE REDHEAD,14,0,,,,
,,,,,wam_silson,Just binged the whole series so far. I love it! Please keep writing these stories ❤️,9,0,,,,
,,,,,sausage172000,I REALLY hope everything works out for Lily..,17,0,,,,
,,,,,19danny15,I hope they give it another try,10,0,,,,
,,,,,IrisPrestidge,Forget you redhead.,18,0,,,,
,,,,,coyowolf TMT,Clearly tact and regard for patience privacy aren't a concern for this nurse. Fire her.,451,0,,,,
,,,,,🖤teasipper🖤,okay that nurse would be fired immediately. that's a huge law she just broke.,410,0,,,,
,,,,,Chehalis Ana,That nurse is about to be sued,312,0,,,,
,,,,,DaffyWeirdLaughy,tf id wrong with this nurse id snap her neck tf,2,0,,,,
,,,,,0kojo,Should be fired on the spot,3,0,,,,
,,,,,Jimin_u_got_no_jams_,what an inconsiderate nurse! omg it makes me so madddd,5,0,,,,
,,,,,choodarr,I honestly didn't know children could get hiv. this is a very good educational web toon AND it has a good story. thank you for this,10,0,,,,
,,,,,Monsona,As a part of the medical field you should keep things professional and keep your trap shut. And if you don't your gonna be the reason a child has a broken home and you gonna have to live with that guilt,11,0,,,,
,,,,,Na Tasha,"recently started this & I want to smack the nurse around a tad. sadly this does happen, professions dealing with the public need to not be biased.",8,0,,,,
,,,,,Jayisonherway,That prof***!!!!,4,0,,,,
,,,,,CopperMortar,HIPAA!!! Medical people are not to ever discuss your medical information to ANYONE with out your consent. That nurse would loose her license and the hospital could be sued to hell and back. Know your rights and don't let bigots exploit you. EDIT: In the USA if you don't like your nurse (for any reason) you can ask for a different nurse.,57,0,,,,
,,,,,gilleanfryingpan,Noooooooo!!!,5,0,,,,
,,,,,Tabitha Douglas,"HIPAA dude, shes gonna get fined thousands if there is a suit and possibly jail time.",61,0,,,,
,,,,,neftana23,id fight that rude b*tch,19,0,,,,
,,,,,sausage172000,Well shit,15,0,,,,
,,,,,19danny15,Shit is about to hit the fan,13,0,,,,
,,,,,Wizardsaint,Oh no!! He's gonna go to jail?,6,0,,,,
,,,,,Lily23,I respect the dad. He'll do whatever it takes to make sure the daughter has a good & safe night.,34,0,,,,
,,,,,CopperMortar,Thank you for the author's note!,15,0,,,,
,,,,,gilleanfryingpan,The dad is a good guy at heart ♥️♥️,23,0,,,,
,,,,,19danny15,Now that’s sweet,20,0,,,,
,,,,,inhellwithbands,Her praying reminded me of my mom,4,0,,,,
,,,,,Gay Chicken,"My main question is WTF would people who hate gay/trans people read this comic? To cheer on the homophobic parents? Like, the fudge is the reasoning? What is the point of haters even being here?",17,0,,,,
,,,,,CopperMortar,If you see a hate comment hit the report link to the right of the username and date. Don't feed the trolls by commenting to them. Report them and move along.,51,0,,,,
,,,,,gilleanfryingpan,"Awwww, I hope the girl is safe with her papi!!",17,0,,,,
,,,,,Eden Spiva,Why are people so negative about aids?,41,0,,,,
,,,,,gilleanfryingpan,"So I just said “watch yo profanïty, and the “anïty” is being bleeped out!! See? Prof***. Anity. A N I T Y. ANITY. What does *** mean? I can say fuck on here, but not ***?",52,0,,,,
,,,,,gilleanfryingpan,watch yo profanïty,11,0,,,,
,,,,,neftana23,and now i dont like the grandmother. i know thats his daughter but he literally has no place to take her so now this woman's child to different places of people she dont even know while shes in the process of giving birth. abuela is inconsiderate,40,0,,,,
,,,,,19danny15,"So he gave HIV to the mom who is having the baby. I thought these were separate stories, but I kinda like the all fused",61,0,,,,
,,,,,coyowolf TMT,"i don't understand these parents. I mean I understand these people exist and how they think,its a kind of thinking i dont understand how one could actually fully back up though. To fully disown your own child over little things in the big picture... Why can't parents just accept the dice rolls and coin flips of life don't always go how they want.",93,0,,,,
,,,,,loafia,hAyride🧐😂,3,0,,,,
,,,,,Jayisonherway,Yaaassss 3 snaps for the sensible medical professionals!!!,61,0,,,,
,,,,,meliherenow,Yay the baby will be fine!,14,0,,,,
,,,,,CopperMortar,omg I love understanding doctors ❤,74,0,,,,
,,,,,K9glacier,"I wonder if she gave it to him or if he gave it to her, but I wonder if it really matters at all",20,0,,,,
,,,,,Tyrkie,It's a shame she feels she couldn't tell the grandma. I hope she's had the 4yr old tested.,29,0,,,,
,,,,,gilleanfryingpan,The doctor is so nice :),49,0,,,,
,,,,,Kiera Smith,I love this a lot. the art is pretty. and the stories are relatable to me. keep it up,38,0,,,,
,,,,,inhellwithbands,So Elena has HIV bc that idiot wasn't honest!?? oh now I am M A D,4,0,,,,
,,,,,Jayisonherway,I KNEWED IT!!!,6,0,,,,
,,,,,Tyrkie,The dad said in an earlier episode that he DIDN'T tell his ex he was positive and he was worried about his 4yr old. So he's possibly the reason the mom has it. UNLESS she was the one on the low and gave it to him!,40,0,,,,
,,,,,gilleanfryingpan,Those faces are such MOODS,12,0,,,,
,,,,,ConfusedCookie,The little girls face is me 24/7,26,0,,,,
,,,,,19danny15,"Elena, isn’t that the girl at the fashion course who does have HIV?",34,0,,,,
,,,,,couchpotatoe25000,The girls face at the end tho.,18,0,,,,
,,,,,Lily23,I feel sorry for Lily but I can't blame the dude for kicking her out because of what she did. *sigh* My mind feels so conflicted. 😞,144,1,,,,
,,,,,dragonfern,Oh no. I understand how he feels but she is a woman now. Oh this is breaking my heart.,85,5,,,,
,,,,,Arlyeigh,"Oh well, it’s his loss! Ain’t got no time for transphobes:-)",80,7,,,,
,,,,,Bisexual Pop Tart,Well honey you don’t gotta worry about being gay she’s a woman 💅,3,1,,,,
,,,,,BrokenVoice,"Its so hard for me because I do understand where this dude is coming from, im lesbian, I have a friend whose MTF, and because she wasn't born in a female body im not attracted to her but she liked me back then and it caused some hurt feelings, its a rough situation because I am just physically only attracted to a female body but I feel as though I invalidated my friend because I didn't like her, honestly I still could use some advice on this situation",4,2,,,,
,,,,,Rhea_Anemone,"Okay? Your not gay? So???? Lily is a women, she is not a man and never has been",9,2,,,,
,,,,,bluebunny1000,"So,it's stupid that cigs are legal but weed isn't period, but yeah she should have hidden it. Dude was nice at least but to say ""gay"" is ugh just say you aren't pan, at least he was kind about it",4,2,,,,
,,,,,Ephemerall,I’m sure that was hard Lily... He wasn’t the one... NOW! Back to the fight gurl! ✊🏾,22,0,,,,
,,,,,swishyskirt,Lily was wrong to have made out with that guy without full disclosure.,17,13,,,,
,,,,,K9glacier,"I appreciate all of this comic in its entirety. I like lily, I think she’s someone I’d get along with, but I also think I’d be that person standing between lily and Terrance trying to get them to see where each other is coming from. Bless his heart though I’d be pissed",12,0,,,,
,,,,,Honin Akecheta,She needs to stop making herself out to be the victim. She probably damned the chances of that boy ever having a normal stable life due to one bad decision and all she’s thinking about is how some sorry SOB rejected her. “How am I going to be accepted blah blah blah...”Never mind a fifteen year old is either going to be stuck behind bars or thrown in the system again because of her. Sis needs to get her priorities in check and stop making everything about her....,33,10,,,,
,,,,,gilleanfryingpan,LILY IS A KWEEN,8,1,,,,
,,,,,GrimmZin,SHE HAD ONE DAMN JOB,368,1,,,,
,,,,,neftana23,the worst part is that she knew they were coming she knew but uuuuuuugh,285,0,,,,
,,,,,19danny15,NOOO!!!!! Lily ruined it!!! Poor Dewan 😭,197,2,,,,
,,,,,inhellwithbands,"Dude, I was rooting for you 😔",1,0,,,,
,,,,,NekoMuffin,"Tbf she doesn't have a lot of incentive to make a welcoming space for someone who harassed her in her own home. But still, this was a poor choice. No one's fuck-up proof tho. 🤷🏼‍♀️",6,0,,,,
,,,,,(^~*),i love the word bailiff lmao (from a couple episodes ago),3,0,,,,
,,,,,purple_turtles,oh fucks oh fucks oh fucks no,1,0,,,,
,,,,,Lindsay Stevens,"Dammit, Lily! Ya dun goofed *facepalm*",9,0,,,,
,,,,,risemika,😢...,5,0,,,,
,,,,,swishyskirt,"Whoa, what a selfish person",6,3,,,,
,,,,,CopperMortar,ooooooh NNOOOOOOOOOOO!!!!!!!!,4,0,,,,
,,,,,yourliloli,shitttt,4,0,,,,
,,,,,QuirkyMika,ohh no..,3,0,,,,
,,,,,Craters,DAMNIT LILYWE. WERE. ALL.ROOTINGFORYOU!!!,19,0,,,,
,,,,,Honin Akecheta,"Well, she just proved the judge right...",15,3,,,,
,,,,,gilleanfryingpan,Shit,5,0,,,,
,,,,,s22220,Crap,12,0,,,,
,,,,,Kirrokiro,"I’m trans non-binary and I’m totally no our yet, so Lilly saying that is an amazing thing to me🥰",4,0,,,,
,,,,,Rhea_Anemone,"Maybe I’m being a big dumdum, but if Lily is trans doesn’t that mean she has always been a women and that she has been misgendered due to her genitals not being common amongst females?",11,0,,,,
,,,,,choodarr,"*chants* one of us, one of us (I'm trans btw lol)",11,0,,,,
,,,,,risemika,Yeeeeee GO LiLY!!!🙂,12,0,,,,
,,,,,CopperMortar,I'm so nervous!!,20,0,,,,
,,,,,Tyrkie,I still say he's a trans too.,15,4,,,,
,,,,,gilleanfryingpan,Aaaah I hope this turns out okay!!,15,0,,,,
,,,,,AoiYeyi,Yey Lily! Amazing!,24,0,,,,
,,,,,catberra,"proud of you Lily, take the first step",49,0,,,,
,,,,,0kojo,Lily is the absolute best.,15,0,,,,
,,,,,Jayisonherway,Damn Elena just disregard my story. LOL Prayers for the baby though.,9,0,,,,
,,,,,gilleanfryingpan,Prayin’ for the baby,34,0,,,,
,,,,,19danny15,"Hopefully the kid won’t, having a child with HIV is just cruel to the child.",34,5,,,,
,,,,,DaffyWeirdLaughy,she has to tell him because if he don't know it'll be rape,2,7,,,,
,,,,,Quebecfolks,"I totally get her fear, but if they are going to do the do, it's super important to tell him!!",20,0,,,,
,,,,,Tyrkie,"""He"" just said planning a shadow two days in advance and it takes a lot to be a dude. He's a trans just like Lily! 🤔",35,5,,,,
,,,,,gilleanfryingpan,I have a bad feeling about this...,10,0,,,,
,,,,,AoiYeyi,Hope it turns out great for Lily.,22,0,,,,
,,,,,sausage172000,You don’t interrupt someone if they have something important to say 😅,51,0,,,,
,,,,,19danny15,I feel a ship coming on,7,0,,,,
,,,,,catberra,just say it,15,0,,,,
,,,,,Kirrokiro,My automatic response would have been okay 👌 boomer and then would have gone all BLM protester on his ass,7,2,,,,
,,,,,0kojo,Can someone b*itchslap that ass?,24,1,,,,
,,,,,Alex L...,lol did that judge just straight up ask lily if they were a prostitute?,32,1,,,,
,,,,,Jayisonherway,This ACTUALLY happens. Sometimes judges are cool and reasonable and sometimes they're bigots. The justice system is so arbitrary its crazy.,77,1,,,,
,,,,,gilleanfryingpan,ASSumptions XD,31,1,,,,
,,,,,sausage172000,You gotta love it when even the judges are bigoted! 😡,87,1,,,,
,,,,,19danny15,"A lot of judges are short tempered, but it’s better than the parents",23,1,,,,
,,,,,DaffyWeirdLaughy,i mean like if he doesn't wanna be with you because of it that would be fair,3,6,,,,
,,,,,purple_turtles,what'd I miss (Hamilton),1,0,,,,
,,,,,Sliptick,"the first few episodes were rough, now it's coming together. at least for LILY'S storyline, other dude's a straight mess",5,2,,,,
,,,,,dawn!bear,if he loves you he won't care,2,1,,,,
,,,,,bdw531,the struggle is REAL!,8,0,,,,
,,,,,CopperMortar,I hope Lily finds true love! 😭😭,16,0,,,,
,,,,,Ry Riley,"You just have to take that risk darling! Without living in your truth, are you living at all?",25,0,,,,
,,,,,gilleanfryingpan,"If he’s not willing to look past your gender and see how amazing and beautiful you are, he’s not worth it.",54,2,,,,
,,,,,sausage172000,Why would anyone hate you?,33,0,,,,
,,,,,catberra,so what,4,0,,,,
,,,,,0kojo,Nervous as heck,2,0,,,,
,,,,,vuIturous,she needs to tell him....i get a feeling he's gonna freak when he finds out....,14,0,,,,
,,,,,Jayisonherway,what's her YouTube channel....I need to subscribe,30,0,,,,
,,,,,swishyskirt,"haha, that guy is going to be shocked when the truth of anatomy comes up.",15,6,,,,
,,,,,Lily23,Shouldn't Lilly be with the man who she's living with? Is she cheating on that poor man? 😧,7,4,,,,
,,,,,gilleanfryingpan,“But gimme three days and my legs look like Beyoncé’s weave” MOOD,56,0,,,,
,,,,,catberra,do you but be careful,32,0,,,,
,,,,,Craters,"“See? Now we’re friends, it’s just that easy.” Oh Lily 🖤 I wish everyone thought way.",216,0,,,,
,,,,,Arlyeigh,Lily is the best omg,139,0,,,,
,,,,,saphirefan666,Lily has a passion and she isn't afraid to show it#GOGIRL,120,0,,,,
,,,,,inhellwithbands,My goal in life is to be as unapologetic as Lily,3,0,,,,
,,,,,Kirrokiro,"💅Lilly luv, I think you dropped this👑",3,0,,,,
,,,,,dawn!bear,all ya gotta do,1,0,,,,
,,,,,mickiressa,This speaks volumes on what it's like for people who aren't white in America. And yes I know it's hard out here for everyone but no one gets it as bad as POC.,8,0,,,,
,,,,,Jimin_u_got_no_jams_,"we stan, even though i dont know whats going on, im still reading",6,0,,,,
,,,,,Quincis,damn this episode was so perfect. it made me so warm. yes lily.,7,0,,,,
,,,,,Lindsay Stevens,"I like Lily - she's tough, but kind 😍👏🏽",12,0,,,,
,,,,,Gari Chutney,I always find the diversity of comments in this comic so interesting,15,0,,,,
,,,,,gilleanfryingpan,We stan a trans KWEEN,9,0,,,,
,,,,,happycat(:,It's not nice to make fun of trans or gay people even if they are wrong. And srsly! threatening to kill someone's child is just awful!,16,16,,,,
,,,,,Craters,"“See? Now we’re friends, it’s just that easy.” Oh Lily 🖤 I wish everyone thought way.",216,0,,,,
,,,,,Arlyeigh,Lily is the best omg,139,0,,,,
,,,,,saphirefan666,Lily has a passion and she isn't afraid to show it#GOGIRL,120,0,,,,
